a_other_min,response_time,a_max,tau_inv_mu,collision_ref_speed,counterfactual_residual_severity,rho_gap,rho_p,rows,n_rows
-2.0,0.5,8.0,0.4,10.0,True,-0.07198186471946035,0.35786360642303583,3,24
-2.0,0.5,8.0,0.4,10.0,False,-0.07189796420955014,0.35784526485416945,3,24
-2.0,0.5,12.0,0.2,10.0,False,-0.07179773575609454,0.35770029108381496,3,24
-2.0,0.5,12.0,0.2,10.0,True,-0.07179773575609454,0.35770029108381496,3,24
-2.0,1.0,12.0,0.2,10.0,True,-0.07179773575609454,0.35770029108381496,3,24
-2.0,1.0,12.0,0.2,10.0,False,-0.07179773575609454,0.35770029108381496,3,24
-2.0,0.5,8.0,0.2,10.0,True,-0.07167766257125298,0.35765481404320115,3,24
-2.0,0.5,8.0,0.2,10.0,False,-0.0716751505799383,0.35765481404320115,3,24
-2.0,0.5,12.0,0.1,10.0,False,-0.07162566435103916,0.3576156183617882,3,24
-2.0,0.5,8.0,0.1,10.0,True,-0.07162566435103916,0.3576156183617882,3,24
-2.0,1.0,12.0,0.1,10.0,True,-0.07162566435103916,0.3576156183617882,3,24
-2.0,1.0,12.0,0.1,10.0,False,-0.07162566435103916,0.3576156183617882,3,24
-2.0,0.5,12.0,0.1,10.0,True,-0.07162566435103916,0.3576156183617882,3,24
-2.0,0.5,8.0,0.1,10.0,False,-0.07146037532253344,0.35747014208269756,3,24
-6.0,1.0,8.0,0.1,1000000.0,False,-0.07144203778593629,0.34637399542729685,4,24
-2.0,1.0,8.0,0.4,10.0,True,-0.07094541710302467,0.3572706461144801,2,24
-6.0,1.0,12.0,0.2,1000000.0,False,-0.07058142956152799,0.35065235480614704,2,24
-2.0,1.0,8.0,0.2,10.0,True,-0.07057891757021331,0.35692366383222784,2,24
-2.0,1.0,8.0,0.1,10.0,True,-0.0705269193499995,0.35688446815081476,2,24
-2.0,1.0,8.0,0.4,10.0,False,-0.0704274444939383,0.35683999612767314,2,24
-2.0,1.0,8.0,0.2,10.0,False,-0.07016644859634337,0.35662718367794993,2,24
-2.0,1.0,8.0,0.1,10.0,False,-0.06989967511872468,0.3564613557950488,2,24
-2.0,2.0,12.0,0.4,10.0,True,-0.06846156009107217,0.355633221398015,2,24
-2.0,2.0,12.0,0.2,10.0,True,-0.06822694010228135,0.3553925197134403,2,24
-2.0,2.0,12.0,0.1,10.0,True,-0.06782451909367011,0.355021919520593,2,24
-4.0,2.0,8.0,0.2,1000000.0,False,-0.06745374917562381,0.34560817211353506,3,24
-2.0,2.0,12.0,0.4,10.0,False,-0.06716512137356742,0.35476036372347164,2,24
-2.0,2.0,12.0,0.2,10.0,False,-0.06639243284517282,0.35406212783471047,2,24
-2.0,2.0,12.0,0.1,10.0,False,-0.06618343516779171,0.3539148927750437,2,24
-4.0,0.5,4.0,0.1,1000000.0,False,-0.0659759446851994,0.34308708578470115,2,24
-6.0,1.0,12.0,0.1,1000000.0,False,-0.06407461845912048,0.34451370808638726,2,24
-4.0,0.5,12.0,0.4,10.0,True,-0.06294296637185855,0.3511742101285497,1,24
-4.0,0.5,12.0,0.2,10.0,True,-0.06273195910142568,0.3510124023155371,1,24
-4.0,0.5,12.0,0.1,10.0,True,-0.06243981451152876,0.3508661722733424,1,24
-2.0,0.5,4.0,0.4,30.0,True,-0.059098614863877054,0.35417519230032485,0,24
-4.0,2.0,8.0,0.1,1000000.0,False,-0.057809712120316326,0.33680246027711475,2,24
-4.0,0.5,12.0,0.4,10.0,False,-0.05754771142619553,0.3471832857467282,1,24
-4.0,0.5,12.0,0.2,10.0,False,-0.057064655496383176,0.34685288625276595,1,24
-6.0,0.5,8.0,0.4,1000000.0,False,-0.056799891611816235,0.33987228614573073,3,24
-4.0,0.5,12.0,0.1,10.0,False,-0.05674864698899682,0.3465646974926332,1,24
-2.0,0.5,4.0,0.2,30.0,True,-0.05608774207410534,0.35154305154082083,0,24
-2.0,0.5,4.0,0.1,30.0,True,-0.05501537298186978,0.3505717021540088,0,24
-4.0,1.0,12.0,0.4,30.0,False,-0.05464384946642906,0.3505247175871868,0,24
-4.0,1.0,12.0,0.2,30.0,False,-0.052304683154201954,0.3485543808330792,0,24
