cp,p,n,ttc_start,ttc_true,distance,lcd,gate_E,gate_G,gate_R,gate_G.1,gate_JJ.6e
CP1,0.0,24,3.0,3.0,35.0,4.0,0.005821256848761669,6.805647248932931e-06,7.208909159000874e-13,0.06772784818573437,0.05014654965977552
CP2,0.2916666666666667,12,3.0,2.7,31.5,4.0,0.9713594467938496,0.941414936833419,0.9946140120312197,0.7710848319713277,0.7230476492194864
CP3,0.5,12,3.0,2.4,28.0,4.0,0.995049987956546,0.999886531163621,0.9999999990182129,0.9386372868532369,0.9181794133439133
CP4,0.5,12,3.0,2.1,24.5,4.0,0.9948784830736114,0.9998658845869702,0.9999999984960558,0.93665339587422,0.915707956356022
CP5,0.625,12,3.0,1.8,21.0,4.0,0.9985829885449983,0.9999998617274797,1.0,0.9817771275155813,0.9738959678082394
CP1,0.0,24,4.0,4.0,46.66666666666666,4.0,0.005841075190789691,6.973551234300185e-06,7.675878416738398e-13,0.06799268213764327,0.05035573817973997
CP2,0.2916666666666667,12,4.0,3.7,43.16666666666666,4.0,0.969258702538882,0.9352356967469405,0.9931937714983341,0.7652314182648815,0.7165853157839014
CP3,0.3333333333333333,12,4.0,3.4,39.66666666666666,4.0,0.9948472310727211,0.9998616408671059,0.9999999983717137,0.9362759180631313,0.9152383851469243
CP4,0.375,12,4.0,3.1,36.16666666666666,4.0,0.9949043993670327,0.9998686456149662,0.9999999985737611,0.936904079148713,0.9160199174909401
CP5,0.5416666666666666,12,4.0,2.8,32.666666666666664,4.0,0.9985624079590462,0.9999998450947446,1.0,0.9814125647085615,0.9734024259789904
CP1,0.0,12,5.0,5.0,58.33333333333333,4.0,0.005579625524804954,5.526112520776235e-06,4.215678677214015e-13,0.06550882590497284,0.048396295490209115
CP2,0.0416666666666666,12,5.0,4.7,54.833333333333336,4.0,0.9695750337674058,0.9359090589282606,0.9933574503514422,0.7658514375836123,0.7172689526376754
CP4,0.3333333333333333,12,5.0,4.1,47.83333333333333,4.0,0.9942122818839011,0.9997503215606611,0.9999999926796797,0.9286290636861354,0.9057705068876193
CP1,0.0,12,7.0,7.0,81.66666666666666,4.0,0.005366197226041924,4.478256420114111e-06,2.45205668713547e-13,0.06334660412577858,0.04669524454994847
CP3,0.0,12,7.0,6.4,74.66666666666667,4.0,0.9946871598486489,0.9998384685507594,0.999999997583743,0.9343622237825736,0.9128610705970306
CP5,0.2083333333333333,12,7.0,5.8,67.66666666666666,4.0,0.9986005201552538,0.9999998675086869,1.0,0.9819122588278748,0.9740790606421571
