video,cp,p_change,gc_1,gc_2,gc_3,gc_4,gc_6,gj_1,gj_2,gj_3,gj_4,gj_6,p,n,ttc_start,ttc_true,distance,dv_kph,x_looming,gate_g1
LC_dv28_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,13,4.0,2.8,21.77777777777777,28.0,-3.480039750725194,0.999999998020036
LC_dv28_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.405,0.0,13,5.0,5.0,38.888888888888886,28.0,-4.6383967788013445,0.06733209223175714
LC_dv28_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2692307692307692,13,5.0,4.4,34.22222222222222,28.0,-4.382900491159472,0.9999970969959394
LC_dv28_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1538461538461538,13,5.0,3.8,29.55555555555556,28.0,-4.089950923855126,0.9999999979586583
LC_dv28_Tlc2p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.41,0.0769230769230769,13,6.0,6.0,46.66666666666666,28.0,-5.002861077785692,0.0665459457798555
LC_dv28_Tlc2p0_TTC06_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2307692307692307,13,6.0,5.7,44.333333333333336,28.0,-4.900318396338529,0.9613579655372053
LC_dv28_Tlc2p0_TTC06_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,13,6.0,5.1,39.66666666666666,28.0,-4.677979310694104,0.9999969403117667
LC_dv28_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.265,0.265,0.265,0.0416666666666666,24,2.0,2.0,15.555555555555555,28.0,-2.8088826911727645,0.06959850821849417
LC_dv28_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,12,2.0,1.7,13.22222222222222,28.0,-2.4852442360388385,0.7652314182648793
LC_dv28_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,2.0,1.4,10.888888888888888,28.0,-2.099320482560076,0.9930060847520041
LC_dv28_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,1.1,8.555555555555555,28.0,-1.62158054054924,0.9940167607914941
LC_dv28_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,2.0,0.8,6.222222222222222,28.0,-0.995262057665552,0.99798470429574
LC_dv28_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.315,0.32,0.0,24,3.0,3.0,23.33333333333333,28.0,-3.6177852734137246,0.06879198247347547
LC_dv28_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,12,3.0,2.7,21.0,28.0,-3.407445049870862,0.9280767884615826
LC_dv28_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,3.0,2.4,18.666666666666664,28.0,-3.1724111148818412,0.9935563521312816
LC_dv28_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,12,3.0,2.1,16.333333333333332,28.0,-2.9061239874823364,0.9952697590284613
LC_dv28_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,12,3.0,1.8,14.0,28.0,-2.5990165391119375,0.9996209779324361
LC_dv28_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.335,0.365,0.0208333333333333,24,4.0,4.0,31.11111111111111,28.0,-4.192438774014104,0.06667647449733112
LC_dv28_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2083333333333333,12,4.0,3.7,28.77777777777778,28.0,-4.036669905896323,0.927242239074523
LC_dv28_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,12,4.0,3.4,26.444444444444443,28.0,-3.8677519092575547,0.9943994821688934
LC_dv28_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,12,4.0,3.1,24.11111111111111,28.0,-3.683261845150956,0.9952558394504715
LC_dv28_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,4.0,2.8,21.77777777777777,28.0,-3.480039750725194,0.9995353684853555
LC_dv28_Tlc3p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.41,0.0,12,6.0,6.0,46.66666666666666,28.0,-5.002861077785692,0.0665459457798555
LC_dv28_Tlc3p0_TTC06_CP3_S5p633_E15p633.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333333,12,6.0,5.4,42.0,28.0,-4.79223537809994,0.9880454208558319
LC_dv28_Tlc3p0_TTC06_CP5_S6p233_E16p233.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2083333333333333,12,6.0,4.8,37.33333333333333,28.0,-4.556802567682358,0.9981817282233968
LC_dv28_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.335,0.41,0.0416666666666666,12,7.0,7.0,54.44444444444444,28.0,-5.3110546024196355,0.06448428486105212
LC_dv28_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,7.0,6.7,52.11111111111112,28.0,-5.223476699001524,0.9248374121597888
LC_dv28_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2083333333333333,12,7.0,6.1,47.44444444444444,28.0,-5.035906465150155,0.9950135522485216
LC_dv28_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.26,0.26,0.26,0.0,24,2.0,2.0,15.555555555555555,28.0,-2.8088826911727645,0.06812539860546084
LC_dv28_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,2.0,1.7,13.22222222222222,28.0,-2.4852442360388385,0.7716961802889222
LC_dv28_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,2.0,1.4,10.888888888888888,28.0,-2.099320482560076,0.938881822275994
LC_dv28_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,1.1,8.555555555555555,28.0,-1.62158054054924,0.9325361882255854
LC_dv28_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,0.8,6.222222222222222,28.0,-0.995262057665552,0.9813204598217244
LC_dv28_Tlc4p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.315,0.325,0.0,24,3.0,3.0,23.33333333333333,28.0,-3.6177852734137246,0.06879198247347298
LC_dv28_Tlc4p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,12,3.0,2.7,21.0,28.0,-3.407445049870862,0.5510374230668955
LC_dv28_Tlc4p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,12,3.0,2.4,18.666666666666664,28.0,-3.1724111148818412,0.9225191252157893
LC_dv28_Tlc4p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,3.0,2.1,16.333333333333332,28.0,-2.9061239874823364,0.9330618737386368
LC_dv28_Tlc4p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,3.0,1.8,14.0,28.0,-2.5990165391119375,0.9598099465153931
LC_dv28_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.335,0.365,0.0,24,4.0,4.0,31.11111111111111,28.0,-4.192438774014104,0.06667647449733112
LC_dv28_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,12,4.0,3.7,28.77777777777778,28.0,-4.036669905896323,0.7545534039309789
LC_dv28_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,12,4.0,3.4,26.444444444444443,28.0,-3.8677519092575547,0.9318746013945377
LC_dv28_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,12,4.0,3.1,24.11111111111111,28.0,-3.683261845150956,0.9403330754400755
LC_dv28_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,12,4.0,2.8,21.77777777777777,28.0,-3.480039750725194,0.9832172263274955
LC_dv28_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.405,0.0,12,5.0,5.0,38.888888888888886,28.0,-4.6383967788013445,0.06733209223175714
LC_dv28_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,12,5.0,4.7,36.55555555555556,28.0,-4.514723053637006,0.7633659258264385
LC_dv28_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,12,5.0,4.1,31.88888888888889,28.0,-4.241779956088589,0.9400930928972294
LC_dv28_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.335,0.41,0.0416666666666666,12,7.0,7.0,54.44444444444444,28.0,-5.3110546024196355,0.06448428486105212
LC_dv28_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333333,12,7.0,6.4,49.77777777777778,28.0,-5.131888902333795,0.935388332463109
LC_dv28_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,12,7.0,5.8,45.11111111111111,28.0,-4.935086487174845,0.9806647860250347
LC_dv35_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.26,0.26,0.26,0.0,21,2.0,2.0,19.444444444444443,35.0,-3.0307128046501712,0.06919433995083918
LC_dv35_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364,11,2.0,1.7,16.527777777777775,35.0,-2.706571966576927,0.9639098953833413
LC_dv35_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,10,2.0,1.4,13.611111111111107,35.0,-2.319791867954003,0.9999880663507497
LC_dv35_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8636363636363636,11,2.0,1.1,10.694444444444445,35.0,-1.8404118891983026,0.9999974001604599
LC_dv35_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,10,2.0,0.8,7.777777777777778,35.0,-1.2103235205216587,0.9999999035541652
LC_dv35_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.31,0.315,0.0238095238095238,21,3.0,3.0,29.166666666666664,35.0,-3.8403441027990013,0.06825831495507322
LC_dv35_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364,11,3.0,2.7,26.25,35.0,-3.6298669477037375,0.9975469194209788
LC_dv35_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,10,3.0,2.4,23.33333333333333,35.0,-3.394641722099515,0.9999975103330181
LC_dv35_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364,11,3.0,2.1,20.416666666666664,35.0,-3.128075880540896,0.9999986129158244
LC_dv35_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,10,3.0,1.8,17.5,35.0,-2.8205396992386476,0.9999999967826697
LC_dv35_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.365,0.0,21,4.0,4.0,38.888888888888886,35.0,-4.415253227487135,0.06720057157626577
LC_dv35_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2272727272727272,11,4.0,3.7,35.97222222222222,35.0,-4.2594288772590065,0.99669781652087
LC_dv35_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,10,4.0,3.4,33.05555555555555,35.0,-4.090440092932224,0.9999971926735736
LC_dv35_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5454545454545454,11,4.0,3.1,30.13888888888889,35.0,-3.905857743782941,0.9999985852823381
LC_dv35_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,10,4.0,2.8,27.22222222222221,35.0,-3.7025121973742765,0.9999999982155765
LC_dv35_Tlc2p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.405,0.0454545454545454,11,5.0,5.0,48.61111111111111,35.0,-4.861329650644311,0.06641561494934686
LC_dv35_Tlc2p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3181818181818182,11,5.0,4.7,45.69444444444444,35.0,-4.737628186940948,0.9612732580711751
LC_dv35_Tlc2p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,11,5.0,4.1,39.86111111111111,35.0,-4.46461025602528,0.999997083075516
LC_dv35_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.415,0.0,10,7.0,7.0,68.05555555555554,35.0,-5.534090638937313,0.06461166753689067
LC_dv35_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,7.0,6.4,62.22222222222222,35.0,-5.354903841055232,0.9999969982017984
LC_dv35_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,7.0,5.8,56.388888888888886,35.0,-5.158073450022496,0.9999999979082266
LC_dv35_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.26,0.26,0.26,0.0,24,2.0,2.0,19.444444444444443,35.0,-3.0307128046501712,0.06919433995084183
LC_dv35_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7083333333333334,12,2.0,1.7,16.527777777777775,35.0,-2.706571966576927,0.9205958556856881
LC_dv35_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7083333333333334,12,2.0,1.4,13.611111111111107,35.0,-2.319791867954003,0.9929666495958812
LC_dv35_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,1.1,10.694444444444445,35.0,-1.8404118891983026,0.9954069640975973
LC_dv35_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,12,2.0,0.8,7.777777777777778,35.0,-1.2103235205216587,0.9995724949043961
LC_dv35_Tlc3p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.31,0.315,0.0,24,3.0,3.0,29.166666666666664,35.0,-3.8403441027990013,0.06825831495507322
LC_dv35_Tlc3p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,12,3.0,2.7,26.25,35.0,-3.6298669477037375,0.7655415413192528
LC_dv35_Tlc3p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,12,3.0,2.4,23.33333333333333,35.0,-3.394641722099515,0.9916427690811422
LC_dv35_Tlc3p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,12,3.0,2.1,20.416666666666664,35.0,-3.128075880540896,0.9941524336336097
LC_dv35_Tlc3p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,3.0,1.8,17.5,35.0,-2.8205396992386476,0.9981817282233967
LC_dv35_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.355,0.0208333333333333,24,4.0,4.0,38.888888888888886,35.0,-4.415253227487135,0.06733209223175714
LC_dv35_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2083333333333333,12,4.0,3.7,35.97222222222222,35.0,-4.2594288772590065,0.91848446493261
LC_dv35_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,12,4.0,3.4,33.05555555555555,35.0,-4.090440092932224,0.9945747147030212
LC_dv35_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,12,4.0,3.1,30.13888888888889,35.0,-3.905857743782941,0.9944637763344878
LC_dv35_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,12,4.0,2.8,27.22222222222221,35.0,-3.7025121973742765,0.9996167910294771
LC_dv35_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.405,0.0416666666666666,12,5.0,5.0,48.61111111111111,35.0,-4.861329650644311,0.06641561494934686
LC_dv35_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2083333333333333,12,5.0,4.4,42.77777777777778,35.0,-4.605772025398682,0.9934271580510342
LC_dv35_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,12,5.0,3.8,36.94444444444444,35.0,-4.312729853349183,0.9995453314548949
LC_dv35_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.41,0.0416666666666666,12,6.0,6.0,58.33333333333333,35.0,-5.225858302455897,0.06550882590497294
LC_dv35_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,6.0,5.7,55.41666666666666,35.0,-5.123299818704919,0.9261179979653257
LC_dv35_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333333,12,6.0,5.1,49.58333333333333,35.0,-4.900920359704262,0.9949254433860201
LC_dv35_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.255,0.255,0.255,0.02,25,2.0,2.0,19.444444444444443,35.0,-3.0307128046501712,0.06919433995084183
LC_dv35_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4615384615384615,13,2.0,1.7,16.527777777777775,35.0,-2.706571966576927,0.7710848319713266
LC_dv35_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,12,2.0,1.4,13.611111111111107,35.0,-2.319791867954003,0.9398523550145249
LC_dv35_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8076923076923077,13,2.0,1.1,10.694444444444445,35.0,-1.8404118891983026,0.941874646971597
LC_dv35_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,12,2.0,0.8,7.777777777777778,35.0,-1.2103235205216587,0.9837571984566634
LC_dv35_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.275,0.305,0.305,0.0,25,3.0,3.0,29.166666666666664,35.0,-3.8403441027990013,0.06825831495507322
LC_dv35_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,13,3.0,2.7,26.25,35.0,-3.6298669477037375,0.768937894036086
LC_dv35_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,12,3.0,2.4,23.33333333333333,35.0,-3.394641722099515,0.9390038040456546
LC_dv35_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6538461538461539,13,3.0,2.1,20.416666666666664,35.0,-3.128075880540896,0.9313417350539159
LC_dv35_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,3.0,1.8,17.5,35.0,-2.8205396992386476,0.9831750612928226
LC_dv35_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.365,0.0,25,4.0,4.0,38.888888888888886,35.0,-4.415253227487135,0.06720057157626577
LC_dv35_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1538461538461538,13,4.0,3.7,35.97222222222222,35.0,-4.2594288772590065,0.766470549142413
