exp,seed,v0,thw0,lead_onset_t,rt_brake,rt_replan,brake_onset_idx,replan_onset_idx,lead_onset_idx,min_gap,collided,eps_pre_median,eps_max
4,26,25.0,1.168,0.8,0.8,0.6000000000000001,8,7,4,-77.93799133300782,0,1.2800000000000002,6973.910696656705
4,27,25.0,1.168,0.8,0.8,0.6000000000000001,8,7,4,-139.46710510253905,0,1.2800000000000002,7533.882332729957
4,28,25.0,1.168,0.8,2.4000000000000004,0.6000000000000001,16,7,4,-170.14352722167968,0,1.2800000000000002,7908.599016327069
4,29,25.0,1.168,0.8,0.8,0.6000000000000001,8,7,4,-95.24412841796875,0,1.2800000000000002,27135.657771090657
4,30,25.0,1.168,0.8,0.8,0.6000000000000001,8,7,4,-95.54297180175782,0,1.2800000000000002,28424.957639246517
4,31,25.0,1.168,0.8,1.6,0.6000000000000001,12,7,4,-156.8192169189453,0,1.2800000000000002,7094.042704019382
5,0,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-38.63137359619141,0,1.2800000000000002,5783.732877570905
5,1,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-46.39364929199219,0,1.2800000000000002,11035.16988089901
5,2,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-68.14516754150391,0,1.2800000000000002,11428.942060010952
5,3,20.0,1.21,0.8,0.8,0.4,8,6,4,-109.61898345947266,0,1.2800000000000002,10144.732073681382
5,4,20.0,1.21,0.8,1.2000000000000002,0.4,10,6,4,-71.56922454833985,0,1.2800000000000002,255483.8903123091
5,5,20.0,1.21,0.8,1.2000000000000002,0.4,10,6,4,-74.50376434326172,0,1.2800000000000002,143246.41605654752
5,6,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-79.34348602294922,0,1.2800000000000002,10272.210793597873
5,7,20.0,1.21,0.8,0.8,0.4,8,6,4,-40.10127563476563,0,1.2800000000000002,54222.264498604585
5,8,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-99.24215240478516,0,1.2800000000000002,6169.28291498527
5,9,20.0,1.21,0.8,1.0,0.4,9,6,4,-96.78843231201172,0,1.2800000000000002,5742.038112344776
5,10,20.0,1.21,0.8,1.0,0.4,9,6,4,-93.6958724975586,0,1.2800000000000002,8426.941002891854
5,11,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-49.872012329101565,0,1.2800000000000002,6287.635467545685
5,12,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-24.073153686523437,0,1.2800000000000002,3484907.6298771575
5,13,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-71.98504180908203,0,1.2800000000000002,6587.563993330647
5,14,20.0,1.21,0.8,1.0,0.4,9,6,4,-63.065425109863284,0,1.2800000000000002,5698.6228712847715
